Dialogue_ID,Topic,Text,Acts,Emotions
4249,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Hi ! Wang Mei.Come and have a look at my new dress .""}, {""role"": ""assistant"", ""content"": ""Oh ! What a beautiful dress ! It fits you so well.You look so charming in the dress .""}, {""role"": ""user"", ""content"": ""Thank you for saying so .""}, {""role"": ""assistant"", ""content"": ""Where did you buy it ?""}, {""role"": ""user"", ""content"": ""I bought it in a store near my school .""}, {""role"": ""assistant"", ""content"": ""How much is it ?""}, {""role"": ""user"", ""content"": ""It's only thirty yuan .""}, {""role"": ""assistant"", ""content"": ""It's so cheap . I'll buy one , too .""}, {""role"": ""user"", ""content"": ""I'll go together with you .""}]","inform, inform, inform, question, inform, question, inform, inform, inform","happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, happiness, happiness"
4251,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Ah ! No ! Damn it !""}, {""role"": ""assistant"", ""content"": ""It's a blackout . Now I can't see Seinfeld .""}, {""role"": ""user"", ""content"": ""So what ? I just lost one hour's worth of work .""}, {""role"": ""assistant"", ""content"": ""Really ? How could you do that ? Don't you save every couple minutes ?""}, {""role"": ""user"", ""content"": ""No , I didn't save this time.Damn it ! And I'm sick of writing this paper . Now I have to write it all over again too .""}, {""role"": ""assistant"", ""content"": ""I've had that problem too many times . So I learned to save.When I'm writing something , I save every three sentences or so . I don't want to lose anything .""}, {""role"": ""user"", ""content"": ""I hate computers . Sometimes I think they cause more trouble than they're worth .""}, {""role"": ""assistant"", ""content"": ""What are we going to do now ?""}, {""role"": ""user"", ""content"": ""I don't know . I feel like going out .""}, {""role"": ""assistant"", ""content"": ""I wonder how much of the city is down .""}, {""role"": ""user"", ""content"": ""It doesn't matter . I still can go out and buy a beer .""}, {""role"": ""assistant"", ""content"": ""Maybe . But if there's a blackout , probably the pubs are closed.And besides , I know you have a political science exam tomorrow . I thought you had a lot of reading to do .""}, {""role"": ""user"", ""content"": ""Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen .""}, {""role"": ""assistant"", ""content"": ""I have a flashlight in my closet . If you want to use that to read , you can .""}]","inform, inform, inform, question, inform, inform, inform, question, inform, question, inform, inform, inform, inform","anger, no emotion, anger, surprise, no emotion, no emotion, disgust, no emotion, no emotion, no emotion, no emotion, no emotion, anger, no emotion"
4257,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Mary , be calm .""}, {""role"": ""assistant"", ""content"": ""It is impossible . You cheated on me .""}, {""role"": ""user"", ""content"": ""No , listen to me . I always regard you as my best friend . I admire you , and of course you've helped me so much . I should thank you .""}, {""role"": ""assistant"", ""content"": ""Shut up !""}, {""role"": ""user"", ""content"": ""No , listen to me . Perhaps it's my fault that I treat everybody so well . Maybe in other people's eyes , I want you to be my girl-friend . but ... but ...""}, {""role"": ""assistant"", ""content"": ""But you have had lily already ? You should have told me about her , but you didn't .""}, {""role"": ""user"", ""content"": ""OK ... OK ... Anyway . I will treat you as my best friend . I hope you can do the same .""}, {""role"": ""assistant"", ""content"": ""Leave me ! Go away !""}]","directive, commissive, inform, inform, inform, inform, inform, inform","no emotion, anger, no emotion, anger, no emotion, anger, no emotion, anger"
4258,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Is your lady beautiful ? Since I came here from the country , I've not seen her close . Tell me , is she beautiful ?""}, {""role"": ""assistant"", ""content"": ""Thomas , if I could write with the beauty in her eyes , I was born to look in them and know myself .""}, {""role"": ""user"", ""content"": ""And , her lips ?""}, {""role"": ""assistant"", ""content"": ""Her lips ? The early morning rose would wither on the branch if it could feel envy .""}, {""role"": ""user"", ""content"": ""And her voice like a lark's song ?""}, {""role"": ""assistant"", ""content"": ""Deeper , softer , none of your twittering larks . I would banish nightingales from her garden before they interrupted her song .""}, {""role"": ""user"", ""content"": ""Oh , she sings too ?""}, {""role"": ""assistant"", ""content"": ""Constantly . Without doubt , and plays the lute . She has a natural ear .""}]","question, inform, question, inform, question, inform, question, inform","happiness, happiness, no emotion, happiness, no emotion, happiness, surprise, happiness"
4260,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Hey , that's a really nice outfit you have on .""}, {""role"": ""assistant"", ""content"": ""Thank you . I wasn't sure if it looked okay or not .""}, {""role"": ""user"", ""content"": ""Oh , you look stunning . Your dress really goes well with your shoes .""}, {""role"": ""assistant"", ""content"": ""I'm glad that you think so . I thought it might be a bit too revealing .""}, {""role"": ""user"", ""content"": ""No , not at all . It looks really classy on you . Where did you pick that up ?""}, {""role"": ""assistant"", ""content"": ""I got it on sale down at the department store .""}, {""role"": ""user"", ""content"": ""When did you go there ?""}, {""role"": ""assistant"", ""content"": ""I was just there a couple of days ago . You know , you should go down there too . They have a lot of stylish clothes on sale .""}, {""role"": ""user"", ""content"": ""I might just do that . What style of clothes do they have ?""}, {""role"": ""assistant"", ""content"": ""Anything you want . They have both casual and formal styles .""}, {""role"": ""user"", ""content"": ""I was hoping to get a few new ties for my collection .""}, {""role"": ""assistant"", ""content"": ""That's a good idea .""}]","inform, inform, inform, inform, question, inform, question, inform, question, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
4263,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""I really hate to say this , but don't go away mad , just go away .""}, {""role"": ""assistant"", ""content"": ""I knew this would happen some day .""}, {""role"": ""user"", ""content"": ""Then , why didn't you try to prevent it in the beginning ?""}, {""role"": ""assistant"", ""content"": ""Well . It's not all my fault , Anna . You are responsible , too .""}, {""role"": ""user"", ""content"": ""I don't want to argue anymore . Please get out of my life !""}, {""role"": ""assistant"", ""content"": ""I think we can still talk .""}, {""role"": ""user"", ""content"": ""No way ! Please don't follow me around .""}, {""role"": ""assistant"", ""content"": ""Talk it easy , Anna . You really don't hate me . do you ?""}, {""role"": ""user"", ""content"": ""Yes , I do . Leave me alone !""}]","inform, inform, question, inform, inform, inform, inform, question, inform","no emotion, no emotion, anger, no emotion, anger, no emotion, anger, no emotion, disgust"
4264,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""I couldn't look at you , and say you aren't beautiful !""}, {""role"": ""assistant"", ""content"": ""You are pretending !""}, {""role"": ""user"", ""content"": ""No , Miss Anna , you must let me say how lovely you are ! What's wrong with that ?""}, {""role"": ""assistant"", ""content"": ""It's wrong because---it isn't true .""}, {""role"": ""user"", ""content"": ""You know that everybody notices how beautiful you are , don't you ?""}, {""role"": ""assistant"", ""content"": ""Well , no-that is , I've heard Linda say they do , but ... Thank you . But please don't speak to me again .""}, {""role"": ""user"", ""content"": ""Oh , Miss Anna ! That's too hard ! I won't be here long .""}]","inform, inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness"
4270,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Hey Matt . I just got a job at a consulting firm .""}, {""role"": ""assistant"", ""content"": ""Congratulations . That's great !""}, {""role"": ""user"", ""content"": ""I'm so happy . I don't have to worry about finding a job and interviewing anymore .""}, {""role"": ""assistant"", ""content"": ""When do you start ?""}, {""role"": ""user"", ""content"": ""I start next Monday .""}, {""role"": ""assistant"", ""content"": ""You're going to have to put in a lot of hours you know .""}, {""role"": ""user"", ""content"": ""I know . I'm a little nervous , but it's pretty exciting .""}, {""role"": ""assistant"", ""content"": ""I bet . You must be stoked .""}, {""role"": ""user"", ""content"": ""Yeah . I'm going to celebrate tonight . Wanna hang out ?""}, {""role"": ""assistant"", ""content"": ""Sure . It's on you right ?""}, {""role"": ""user"", ""content"": ""Of course . How about Toby ? Should we call him ?""}, {""role"": ""assistant"", ""content"": ""I don't know . He's a little depressed . He's having a hard time finding a job right now .""}, {""role"": ""user"", ""content"": ""I should still tell him . In the least , I can refer him to my company . It might help .""}, {""role"": ""assistant"", ""content"": ""That sounds like a good idea .""}]","inform, inform, inform, question, inform, inform, inform, inform, directive, commissive, question, inform, inform, inform","happiness, happiness, happiness, no emotion, no emotion, happiness, happiness, happiness, happiness, happiness, no emotion, no emotion, no emotion, happiness"
4278,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""I wish I knew who had moved our flower pots .""}, {""role"": ""assistant"", ""content"": ""It was me . I am so sorry .""}, {""role"": ""user"", ""content"": ""What did you think you were doing ?""}, {""role"": ""assistant"", ""content"": ""I had to move it , so that I can get my bike through .""}, {""role"": ""user"", ""content"": ""How dare you be so inconsiderate ? That's wrong .""}, {""role"": ""assistant"", ""content"": ""I am awfully sorry . I didn't think you would mind so much .""}, {""role"": ""user"", ""content"": ""Never do that again .""}, {""role"": ""assistant"", ""content"": ""I promise .""}]","inform, inform, question, inform, question, inform, inform, inform","anger, no emotion, anger, sadness, anger, sadness, no emotion, no emotion"
4280,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""Why didn't you tell me you had a girlfriend ?""}, {""role"": ""assistant"", ""content"": ""Sorry , I thought you knew .""}, {""role"": ""user"", ""content"": ""But you should tell me you were in love with her .""}, {""role"": ""assistant"", ""content"": ""Didn't I ?""}, {""role"": ""user"", ""content"": ""You know you didn't .""}, {""role"": ""assistant"", ""content"": ""Well , I am telling you now .""}, {""role"": ""user"", ""content"": ""Yes , but you might have told me before .""}, {""role"": ""assistant"", ""content"": ""I didn't think you would be interested .""}, {""role"": ""user"", ""content"": ""You can't be serious . How dare you not tell me you are going to marry her ?""}, {""role"": ""assistant"", ""content"": ""Sorry , I didn't think it mattered .""}, {""role"": ""user"", ""content"": ""Oh , you men ! You are all the same .""}]","question, inform, inform, question, inform, inform, inform, inform, question, inform, inform","no emotion, no emotion, no emotion, surprise, no emotion, no emotion, no emotion, no emotion, anger, no emotion, anger"
4288,Attitude & Emotion,"[{""role"": ""user"", ""content"": ""You look like being on cloud nine .""}, {""role"": ""assistant"", ""content"": ""I am .""}, {""role"": ""user"", ""content"": ""What has made you so happy ?""}, {""role"": ""assistant"", ""content"": ""I think I'm in love .""}, {""role"": ""user"", ""content"": ""Are you ? Who's the lucky girl ?""}, {""role"": ""assistant"", ""content"": ""Her name is Jenny .""}, {""role"": ""user"", ""content"": ""How did you meet her ?""}, {""role"": ""assistant"", ""content"": ""We are in the same math class . Our teacher sat us next to each other .""}, {""role"": ""user"", ""content"": ""What do you like best about her ?""}, {""role"": ""assistant"", ""content"": ""She's very funny . She makes me laugh all the time .""}, {""role"": ""user"", ""content"": ""I guess it was fate working to bring you together .""}, {""role"": ""assistant"", ""content"": ""Whatever brought us together , I'm happy .""}]","inform, inform, question, inform, question, inform, question, inform, question, inform, inform, inform","no emotion, no emotion, no emotion, happiness, surprise, no emotion, no emotion, no emotion, no emotion, happiness, no emotion, happiness"
