Dialogue_ID,Topic,Text,Acts,Emotions
4290,Attitude & Emotion,"Hello , Dora , I haven't seen you for a long time . Where have you been ? __eou__ I didn ’ t go anywhere . I stayed at home . __eou__ What's up ? You look unhappy . __eou__ Nothing . I just feel very lonely in this city . I miss my family . __eou__ Oh , I know . Sometimes I have the same feeling with you . But you'd better not be so emotional . __eou__ Can you stay and accompany me for a while ? __eou__ Sure , no problem . You can call me any time you are alone from now on . __eou__ Thank you so much . You are so sweet . __eou__ Not at all . We are friends . __eou__","question, inform, question, inform, question, directive, commissive, inform, inform","no emotion, no emotion, no emotion, sadness, no emotion, no emotion, no emotion, happiness, no emotion"
4291,Attitude & Emotion,"Anna , that outfit looks wonderful on you ! The color goes with your trousers perfectly . __eou__ Thanks , Carla . That's quite a compliment coming from you . You always dress so tastefully . __eou__ Well , that dress certainly shows your good taste . It must have cost a lot . __eou__ No , not much . I got it on sale at the mall - 60 % off . __eou__ Really ? You're an amazing bargain hunter ! Next time there's a sale , promise you'll let me tag along with you . __eou__ It's a promise . __eou__","inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, no emotion, surprise, no emotion"
4294,Attitude & Emotion,"Alice , I never knew you had such a lovely voice . You really can sing , can't you ? __eou__ Thanks , Mark . I used to be a member of the school choir . __eou__ No wonder you can control your voice so well . You are a professional singer . __eou__ Well , you are flattering me . I wouldn't say I am a professional , but I did receive some training at school . My music teacher used to be a professional singer . __eou__ Well , a good teacher makes good students . __eou__ You are quite right . __eou__","question, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, no emotion, no emotion"
4296,Attitude & Emotion,Congratulations on your success in the competition . That is quite something . __eou__ Thank you . I was lucky this time . __eou__ I think luck played a very small part in your victory . It is solely due to your hard work and efforts . That brings honor to you and joy to us . __eou__ I am flattered . __eou__ It is real word . __eou__ Thank you very much . __eou__,"inform, inform, inform, inform, inform, inform","happiness, happiness, no emotion, happiness, no emotion, happiness"
4298,Attitude & Emotion,I have just had my new paper published . __eou__ You have done excellent work . __eou__ I'm going to Britain . __eou__ Really ? How did you get the chance ? __eou__ I have been accepted by Oxford University on PhD . __eou__ My warmest congratulations on your entering the Oxford University . __eou__ I really appreciate your kind words . __eou__,"inform, inform, inform, question, inform, inform, inform","happiness, happiness, no emotion, surprise, happiness, happiness, happiness"
4305,Attitude & Emotion,"Mike , did you win the lottery or something ? Why the big smile ? __eou__ I'm so relieved . I just passed the bar exam . __eou__ You did ? That's great ! You must be very happy now ? __eou__ That's an understatement . I'm on cloud nine . I couldn't be any happier . __eou__ Did you tell your parents yet ? __eou__ Not yet . I didn't get a hold of them . I'll try to call them again tonight . __eou__ They're probably going to be so happy . __eou__ I think so . It's turning out to be a great day . __eou__","question, inform, question, inform, question, inform, inform, inform","no emotion, happiness, surprise, happiness, no emotion, no emotion, happiness, happiness"
4306,Attitude & Emotion,"Hello ? __eou__ Hey Tina . What are you doing ? __eou__ I was just watching TV . What's going on with you ? __eou__ I just watched a movie and I'm scared . __eou__ What did you watch ? __eou__ I saw the Sixth Sense . I didn't know it was going to be so scary . __eou__ I remember that . It was a great movie . But it was definitely scary . __eou__ If you're not busy , do you want to come over ? I'm afraid to be alone . __eou__ Sure . I can come over . What should we do ? __eou__ How about if we watch a comedy . I need something to get my mind off the frightening images I have from the Sixth Sense . __eou__ Ok . I'll get ready and leave . I'll see you in about 20 minutes . __eou__ Hurry , ok . It's dark out . __eou__ Don't worry , nothings going to happen . I'll be there real soon . __eou__ Ok . See you soon . __eou__","inform, question, question, inform, question, inform, inform, directive, commissive, directive, commissive, inform, inform, inform","no emotion, no emotion, no emotion, fear, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, no emotion, happiness"
4308,Attitude & Emotion,"You seem really ticked off . What's up ? __eou__ Just get out of my face , would you ? __eou__ Chill out ! What's eating you , anyway ? __eou__ Sorry . I'm just that I think I blew the final and now my parents are going to get all bent out of shape . I like totally drew a blank on everything ! __eou__ Well , now you're really going to freak out when I tell you who aced it ... what's-her-face ... the one who always kisses up to the teacher . __eou__ Jennifer Davies ? Give me a break ! I can't stand her . She's such a dweeb ! How could she possibly ace it when she keeps cutting class all the time ? __eou__ She's the teacher's pet , that's why . Besides , he's so laid back he lets her get away with it . She just really rubs me the wrong way . And you know what ? I think she's got the hots for him , too . __eou__ Get out of here ! __eou__ I'm dead serious . Yesterday , before class starts , she walks up to Mr - Edward's desk and goes , ‘ Good morning , Jim . ’ __eou__ Oh , gag me ! She's totally gross ! __eou__","question, inform, question, inform, inform, inform, inform, inform, inform, inform","no emotion, anger, no emotion, no emotion, no emotion, anger, no emotion, anger, no emotion, anger"
4310,Attitude & Emotion,"Jack , what's wrong ? __eou__ You ! __eou__ What are you talking about ? What did I do ? __eou__ You told Martha that I was on a date ? What was that all about ? __eou__ No ... that's not what I meant . I didn't mean that . She asked me where you were and I jokingly said that you were on a date with Sara . I thought Martha knew that you and Sara were just friends . __eou__ She started feeling suspicious after you said that . __eou__ I'm sorry man . I didn't know . I didn't mean to screw anything up . __eou__ Martha gets jealous easily and it took a while to convince her that Sara was just a friend . Now , I have to explain to Sara that I can't hang around her because of you . __eou__ Look . I really didn't mean to , and next time I see Martha , I'll really tell her that you and Sara are really just friends . __eou__ Don't bother . __eou__","question, inform, question, question, inform, inform, inform, inform, inform, inform","no emotion, anger, no emotion, anger, no emotion, no emotion, sadness, no emotion, no emotion, anger"
4313,Attitude & Emotion,I hear your daughter graduated from high school as the valedictorian . __eou__ Thank you . __eou__ Where is she going to college ? __eou__ She has been admitted to Yale with a scholarship . __eou__ Really ? That's the icing on the cake . Congratulation again ! __eou__ Thank you . __eou__,"inform, inform, question, inform, inform, inform","happiness, happiness, no emotion, no emotion, happiness, happiness"
4314,Attitude & Emotion,"Here's your drink , sir . __eou__ No , that's not right . I didn't order a coffee . I ordered a cola . __eou__ Oh , I'm terribly sorry , sir . I'll go and get you cola right away . __eou__ Waiter ! __eou__ Yes , sir . I'll bring your drink right away . __eou__ It's not that . There's an animal in my soup . __eou__ Is there , sir ? I'm very sorry . I'll change it straight away . __eou__ I've never been to such a dirty restaurant , and never seen such slow service . __eou__ I'm really sorry . __eou__","inform, inform, inform, inform, inform, inform, inform, inform, inform","no emotion, no emotion, no emotion, anger, no emotion, no emotion, no emotion, anger, no emotion"
4315,Attitude & Emotion,"David , why don't you clean your room ? __eou__ I am not in the mood . __eou__ Why are you feeling depress ? __eou__ I was told my girlfriend was speaking ill of me . It's a real letdown . __eou__ I don't think she would do such a thing . __eou__ But she did and it made me disappointed . __eou__ Oh , cheer up ! A girlfriend is not everything . __eou__ But she means a lot to me . __eou__ Then forgive her mistake . __eou__ Oh , I just can't forget it . __eou__","question, inform, question, inform, inform, inform, inform, inform, directive, commissive","no emotion, sadness, no emotion, no emotion, no emotion, sadness, no emotion, no emotion, no emotion, no emotion"
4316,Attitude & Emotion,"Your knowledge of English is really surprising . __eou__ Oh , it's nothing to speak of . __eou__ No , seriously . I am impressed . __eou__ Thank you . I appreciate the compliment . __eou__ Your knowledge of English is really surprising . __eou__ Oh , it's nothing to speak of . __eou__ No , seriously . I am impressed . __eou__ Thank you . I appreciate the compliment . __eou__","inform, inform, inform, inform, inform, inform, inform, inform","happiness, happiness, happiness, happiness, happiness, happiness, happiness, happiness"
